Reference|Sample|Age|Age_sigma|Latitude|Longitude|Location|GeodynamicContext|SiO2|TiO2|Al2O3|Cr2O3|FeOT|MnO|MgO|CaO|Na2O|K2O|NiO|P2O5|Nb|Ta|Rb|Fe2_FeT|Fe2O3_TiO2|SiO2_Primary|TiO2_Primary|Al2O3_Primary|Cr2O3_Primary|Fe2O3_Primary|FeO_Primary|MnO_Primary|MgO_Primary|CaO_Primary|Na2O_Primary|K2O_Primary|NiO_Primary|P2O5_Primary|T_OL|T_p|OL_Mg|F_AFM|Pi|Pf|Residual_Mineralogy
GEMMELL et al.,2001|s.HAT 4-462|502.6|3.5|-41.575|145.7165|AUSTRALIA / TASMAN OROGEN / TASMANIA / MOUNT READ VOLCANICS - MOUNT CHARTER GROUP|INTRAPLATE VOLCANICS|49.65|0.6|12.21||7.308|0.21|6.83|11.94|2.06|0.55||0.29|11||14|0.963054187192118|0.5|51.5045677333426|0.531635888308159|10.7594953686341||0.263920767796167|8.35371842519116|0.232758360848555|15.2342591883509|10.568410178832|1.81225593886702|0.48385474095964||0.255123408869628|1347.27628583301|1441.20486993334|0.911060481671357|0.305570338136858|3.2|1|Harzburgite
MARTYNOV et al.,2006|s.KY-9-00|14.15|8.85|41|130|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREA - CENOZOIC/QUATERNARY / SOUTHERN KOREAN PENINSULA|INTRAPLATE VOLCANICS|49|1.04|18.22||7.626|0.16|5.54|12.61|2.7|0.9||0.62|3.41|0.2|14.28|0.938630999213218|0.5|47.9007379930376|0.854782130976241|14.8895982012684||0.424324062195766|8.18664537062044|0.171176340089777|13.7684107905743|10.3607721449565|2.20322109217031|0.734407030723437||0.505924843387257|1328.04632585488|1402.85274121179|0.908844587259166|0.144334265809315|3|1.6|Spinel Peridotite
SQUIRE et al.,2006|s.ST49|515|27|-37.0513|142.7837|AUSTRALIA / TASMAN OROGEN / VICTORIA / HUME SUPERPROVINCE - SAINT ARNAUD GROUP|INTRAPLATE VOLCANICS|49.4|0.78|15.8||8.406|0.17|7.15|12.2|2.43|0.61||0.05|0.5||15.6|0.958244111349037|0.5|48.5829758652987|0.630343444235194|12.6893962157113||0.312570446108368|8.9408058724002|0.176693736002863|16.3441489541403|9.84654577770596|1.94755431805983|0.48889223622078||0.040073134116457|1371.80980652521|1470.00363886546|0.914171960090047|0.271273617127438|3.5|1.2|Harzburgite
SQUIRE et al.,2006|s.ST80|515|27|-37.0572|142.7898|AUSTRALIA / TASMAN OROGEN / VICTORIA / HUME SUPERPROVINCE - SAINT ARNAUD GROUP|INTRAPLATE VOLCANICS|47.8|1.03|15.3||8.514|0.14|8.06|11.7|2.78|0.33||0.09|0.8||7.4|0.945560253699789|0.5|48.2171804380268|0.888500194232786|13.1335063303624||0.441376524221879|8.84036821575885|0.146627340375707|15.5083539925706|10.0815532217131|2.38257618900354|0.282823792219845||0.077133761514503|1359.38167006191|1448.33616452857|0.911749582042943|0.194223368213647|3.4|1.5|Spinel Peridotite
HOANG & UTO 2006|s.CB6-23|1|0.5|27.465|127.13|RYUKYU ARC / OKINAWA TROUGH / SITE CB6-23 / PACIFIC OCEAN|CONVERGENT MARGIN|49.56|0.98|16.15||8.78|0.16|8.59|11.93|2.28|0.44||0.16|3.6|0.3|16.9|0.949772209567198|0.5|48.2589965178976|0.810927968518685|13.2965915749332||0.402721946594259|8.83740021386299|0.161240327265598|16.0053308010579|9.85977186172389|1.8738898739488|0.361627870411171||0.131501043785881|1364.05375050729|1461.23412932995|0.913575736609137|0.259319358712579|3.5|1.5|Harzburgite
HANYU et al.,2006|s.TM-0|14.15|8.85|41|141.25|HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / TOMARI FORMATION / PACIFIC OCEAN|CONVERGENT MARGIN|50.68|0.49|13.99||8.13|0.17|12.46|10.5|1.78|0.57||0.08|1.52|0.11|10.4|0.972878228782288|0.5|50.7475197820778|0.47224022308939|13.4669205911798||0.235729072432415|8.06634932294053|0.17126407975204|14.386084855314|10.1158445384762|1.71264387318244|0.548430903210108||0.076972758345278|1329.56016928813|1419.05743411498|0.909832895617152|0.282051205097557|3|1|Harzburgite
AMA SALAH et al.,1996|s.AS-11-93|2150|50|13.5|2|BIRIMIAN - WEST AFRICA / EASTERN BIRIMIAN SUBPROVINCE / NIGER / LIPTAKO SERIES|INTRAPLATE VOLCANICS|48.47|0.61|14.14||10.956|0.16|9.32|13.02|0.63|0.03||0.05|0.1|0.01|0.54|0.974945235487404|0.5|46.730622348601|0.426944732814368|9.82273428569874||0.21069692574466|10.9063095494032|0.151868055581982|22.1705983128166|9.08975097858956|0.43521004334143|0.020724287778163||0.034540479630272|1457.29082648055|1617.7901356645|0.923943367863874|0.346925348458722|5.5|3.5|Harzburgite
AMA SALAH et al.,1996|s.AS-393|2150|50|13.5|2|BIRIMIAN - WEST AFRICA / EASTERN BIRIMIAN SUBPROVINCE / NIGER / LIPTAKO SERIES|INTRAPLATE VOLCANICS|50.29|0.31|16.25||7.79|0.16|7.97|12.84|1.4|0.01||0.04|0.52|0.05|2.4|0.98209242618742|0.5|49.8061176993373|0.264673306781526|13.8058567275142||0.131482541612961|8.43546196495657|0.166120891573493|15.2094561038732|10.950832794423|1.18758424682674|0.008482744620191||0.033930978480764|1333.36957791244|1440.55892995282|0.910675714698162|0.277039319948275|3.2|1|Harzburgite
AMA SALAH et al.,1996|s.AS-5|2150|50|13.5|2|BIRIMIAN - WEST AFRICA / EASTERN BIRIMIAN SUBPROVINCE / NIGER / LIPTAKO SERIES|INTRAPLATE VOLCANICS|49.18|0.28|14.03||9.514|0.19|9.64|12.66|1.23|0.08||0.14|0.77|0.08|1.97|0.986756359049821|0.5|48.2885868245762|0.221648545444205|11.041063701896||0.109825223245582|9.90054158072083|0.188703094446549|19.1091227107531|10.0030327924453|0.964893032800473|0.062757270426047||0.109825223245582|1408.29213968099|1540.84758958247|0.917845280290128|0.314934117559797|4.2|1.3|Harzburgite
Thomas E. et al., 2009|EC2036|2150|50|9.66161|-2.45628|BIRIMIAN - WEST AFRICA|INTRAPLATE VOLCANICS|50.13|0.44|14.06||9.4|0.162|9.77|13.21|1.46|0.28||0.03|2.4|0.96|5|0.978936170212766|0.5|48.5001191459751|0.352367231032018|11.1992601815596||0.17478640439604|9.55805638880069|0.159441909583193|18.0879742457045|10.5617584212171|1.15994613826463|0.222455423776778||0.023834509690369|1391.87303248725|1514.83337919283|0.916352548706103|0.299516860998158|3.9|1.3|Harzburgite
Galipp K. et al., 2003|KG 18|2150|50|6.075426|-2.952276978|BIRIMIAN - WEST AFRICA|INTRAPLATE VOLCANICS|50.62|0.62|14.23||9.64|0.17|8.62|12.39|1.85|0.1||0.07|5||5|0.971058091286307|0.5|48.5649266993562|0.468340567727165|10.6763950642091||0.231802787716412|9.90765089089324|0.167433088563342|19.1322705577445|9.3407234689928|1.3833392170173|0.074775092811746||0.052342564968222|1414.03303703083|1541.43526070914|0.917649469213252|0.315598463298827|4.2|1.3|Harzburgite
Soumaïla (2000)|755|2150|50|14.21667|-4.549999987|BIRIMIAN - WEST AFRICA|INTRAPLATE VOLCANICS|50.18|0.55|14.24||9.135|0.16|9.03|12.41|1.43|0.13||0.16|0.55|0.05|2.98|0.972906403940887|0.5|49.0138979272484|0.44066617870325|11.3429268988181||0.218467939285373|9.49975358845889|0.160487361493938|18.0312118122278|9.92617063714299|1.13603328428394|0.103275753116722||0.127108619220581|1390.5671003855|1513.38219147865|0.91561316142615|0.307875810143616|3.9|1|Harzburgite
Soumaïla (2000)|810|2150|50|14.21667|-4.549999987|BIRIMIAN - WEST AFRICA|INTRAPLATE VOLCANICS|51.06|0.53|13.3||8.856|0.17|8.79|11.95|2.42|0.32||0.15|0.9|0.07|6.25|0.973069105691057|0.5|49.814972130154|0.430670457644218|10.7468229727431||0.213634303567577|9.2348496873475|0.17168288579249|17.3620133472048|9.69553105588486|1.95092458352278|0.25797349864764||0.120925077491081|1389.12300490214|1496.2326631027|0.914888575159907|0.306191421961397|3.7|1|Harzburgite
